Nazwa miejscowości ;miasta
Maniów Dolny;maniów dolny
Maniów Górny;maniów górny
Maniów Mały;maniów mały
Maniów Środkowy;maniów środkowy
Maniów Wielki;maniów wielki
Maniówka;maniówka
Maniszewo;maniszewo
Mankocin;mankocin
Manowo;manowo
Mansfeldy;mansfeldy
Mantyki;mantyki
Many;many
Manysówka;manysówka
Mańczok;mańczok
Mańczyce;mańczyce
Mańki;mańki
Mańki-Wojdy;mańki-wojdy
Mańkowice;mańkowice
Mańkowizna;mańkowizna
Mańkowo;mańkowo
Maradki;maradki
Maradz;maradz
Maradzki Chojniak;maradzki chojniak
Marantów;marantów
Marasiówka;marasiówka
Marązy;marązy
Marcaki;marcaki
Marce;marce
Marcel;marcel
Marcelewo;marcelewo
Marcelin;marcelin
Marcelki;marcelki
Marcelów;marcelów
Marcewek;marcewek
Marcewo;marcewo
Marchaty;marchaty
Marchelówka;marchelówka
Marchewka;marchewka
Marchewki;marchewki
Marchewkowa;marchewkowa
Marchocice;marchocice
Marchowo;marchowo
Marchówka;marchówka
Marchwacz;marchwacz
Marchwacz-Kolonia;marchwacz-kolonia
Marchwacz-Leśniczówka;marchwacz-leśniczówka
Marchwiakowa;marchwiakowa
Marchwiana Góra;marchwiana góra
Marchwice;marchwice
Marcinek;marcinek
Marciniaki;marciniaki
Marcinkańce;marcinkańce
Marcinki;marcinki
Marcinkowice;marcinkowice
Marcinkowo;marcinkowo
Marcinkowo Dolne;marcinkowo dolne
Marcinkowo Górne;marcinkowo górne
Marcinków;marcinków
Marcinków Górny;marcinków górny
Marcinowa Niwa;marcinowa niwa
Marcinowa Wola;marcinowa wola
Marcinowice;marcinowice
Marcinowiczki;marcinowiczki
Marcinowo;marcinowo
Marcinów;marcinów
Marcinówka;marcinówka
Marciny;marciny
Marcisze;marcisze
Marciszów;marciszów
Marciszówka;marciszówka
Marcjampol;marcjampol
Marcjampol Witowski;marcjampol witowski
Marcjanka;marcjanka
Marcjanki;marcjanki
Marcjanowo;marcjanowo
Marcjanów;marcjanów
Marcówka;marcówka
Marcówka-Dwór;marcówka-dwór
Marcule;marcule
Marcyniówka Dolna;marcyniówka dolna
Marcyniówka Górna;marcyniówka górna
Marcyporęba;marcyporęba
Marczaki;marczaki
Marczów;marczów
Marczuk;marczuk
Marczyce;marczyce
Marczykowskie;marczykowskie
Mardauszówka;mardauszówka
Mardułówka;mardułówka
Mardyłówka;mardyłówka
Mareckie;mareckie
Mareczki;mareczki
Marek;marek
Maresz;maresz
Mareta;mareta
Mareza;mareza
Maręcin;maręcin
Maręże;maręże
Margań Wyżna;margań wyżna
Margaska;margaska
Margiel;margiel
Margle;margle
Margole;margole
Margonin;margonin
Margońska Wieś;margońska wieś
Margowo;margowo
Margrabczyzna;margrabczyzna
Mariackie;mariackie
Mariak;mariak
Mariampol;mariampol
Mariampole;mariampole
Marianek;marianek
Marianice;marianice
Marianin;marianin
Marianka;marianka
Marianka Duża;marianka duża
Marianka Mała;marianka mała
Marianka Mroczeńska;marianka mroczeńska
Marianka Rędzińska;marianka rędzińska
Marianka Siemieńska;marianka siemieńska
Marianka-Folwark;marianka-folwark
Marianka-Leśniczówka;marianka-leśniczówka
Marianki;marianki
Marianki-Kolonia;marianki-kolonia
Mariankowo;mariankowo
Marianków;marianków
Marianków Bankowy;marianków bankowy
Marianowice;marianowice
Marianowo;marianowo
Marianowo Brodowskie;marianowo brodowskie
Marianów;marianów
Marianów Dolny;marianów dolny
Marianów Górny;marianów górny
Marianów Kołacki;marianów kołacki
Marianów Rogowski;marianów rogowski
Marianów Sierakowski;marianów sierakowski
Marianówek;marianówek
Marianówka;marianówka
Marianów-Kolonia;marianów-kolonia
Mariantów;mariantów
Mariany;mariany
Mariańska Swoboda;mariańska swoboda
Mariańskie Porzecze;mariańskie porzecze
Mariasz;mariasz
Mariensztat;mariensztat
Mariew;mariew
Mariopol;mariopol
Mariówka;mariówka
Markajmy;markajmy
Marki;marki
Markiewiczów;markiewiczów
Markiny;markiny
Markiszki;markiszki
Marklowice;marklowice
Marklowice Dolne;marklowice dolne
Marklowice Górne;marklowice górne
Marklowice-Chałupki;marklowice-chałupki
Marklowice-Praga;marklowice-praga
Markławka;markławka
Markocice;markocice
Markocin;markocin
Markosice;markosice
Markosie;markosie
Markoszczówka;markoszczówka
Markotów Duży;markotów duży
Markotów Mały;markotów mały
Markowa;markowa
Markowce;markowce
Markowe;markowe
Markowe Szczawiny;markowe szczawiny
Markowice;markowice
Markowice-Łazy;markowice-łazy
Markowicze;markowicze
Markowiec;markowiec
Markowina;markowina
Markowizna;markowizna
Markowo;markowo
Markowola;markowola
Markowola-Kolonia;markowola-kolonia
Markowo-Wólka;markowo-wólka
Markowskie;markowskie
Markowszczyzna;markowszczyzna
Markowy Grunt;markowy grunt
Markowy Wygon;markowy wygon
Marków;marków
Markówka;markówka
Markówki;markówki
Marków-Świnice;marków-świnice
Marków-Towarzystwo;marków-towarzystwo
Marksewo;marksewo
Marksówek;marksówek
Markubowo;markubowo
Markusy;markusy
Markuszewo;markuszewo
Markuszowa;markuszowa
Markuszów;markuszów
Markuzy;markuzy
Markwatów;markwatów
Marlewo;marlewo
Marlinowo;marlinowo
Marłuty;marłuty
Marmana;marmana
Marmur;marmur
Marna Wieś;marna wieś
Marolówka;marolówka
Maronie;maronie
Maróz;maróz
Marózek;marózek
Marszałcy;marszałcy
Marszałki;marszałki
Marszałkowa;marszałkowa
Marszałkowo;marszałkowo
Marszałkówka;marszałkówka
Marszew;marszew
Marszewiec;marszewiec
Marszewnica;marszewnica
Marszewo;marszewo
Marszewska Góra;marszewska góra
Marszewska Kolonia;marszewska kolonia
Marszowice;marszowice
Marszowiec;marszowiec
Marszów;marszów
Marszówka;marszówka
Marszywiec;marszywiec
Marta;marta
Martanowo-Folwark;martanowo-folwark
Martaużówka;martaużówka
Martąg;martąg
Martelicha;martelicha
Martenki;martenki
Martew;martew
Martiany;martiany
Martowicze;martowicze
Martusakówka;martusakówka
Martwica;martwica
Martyniakowie;martyniakowie
Martynie;martynie
Martyniec;martyniec
Martynnik;martynnik
Martynów;martynów
Marulew;marulew
Marulewy;marulewy
Maruna;maruna
Marunowo;marunowo
Marunowo Dolne;marunowo dolne
Marunowo Górne;marunowo górne
Marunówko;marunówko
Maruny;maruny
Marusowska Góra;marusowska góra
Marusy;marusy
Marusza;marusza
Marusze;marusze
Maruszewiec;maruszewiec
Maruszewiec Pofolwarczny;maruszewiec pofolwarczny
Maruszewo;maruszewo
Maruszka;maruszka
Maruszkowo;maruszkowo
Maruszów;maruszów
Maruszów-Kolonia;maruszów-kolonia
Maruszyna;maruszyna
Marwałd;marwałd
Marwica;marwica
Marwica Mała;marwica mała
Marwica Wielka;marwica wielka
Marwice;marwice
Marwin;marwin
Marwinia;marwinia
Marwino;marwino
Marychnów;marychnów
Marydół;marydół
Marydół-Huta;marydół-huta
Marylant;marylant
Marylec;marylec
Marylin;marylin
Marylka;marylka
Marylki;marylki
Marylówka;marylówka
Marymont;marymont
Maryna;maryna
Maryniacy;maryniacy
Maryniaki;maryniaki
Maryniec;maryniec
Marynieckie;marynieckie
Marynin;marynin
Marynino;marynino
Maryniów;maryniów
Maryniszki;maryniszki
Marynka;marynka
Marynki;marynki
Maryno;maryno
Marynopole;marynopole
Marynowo;marynowo
Marynowo-Kolonia;marynowo-kolonia
Marynowy;marynowy
Marynów;marynów
Marynówka;marynówka
Marysin;marysin
Marysin Kaszewski;marysin kaszewski
Marysin Stępowski;marysin stępowski
Marysin Wawerski;marysin wawerski
Marysinek;marysinek
Marysławin;marysławin
Marysławów;marysławów
Maryszewice;maryszewice
Maryszki;maryszki
Marytowo;marytowo
Marywil;marywil
Marywil Dolny;marywil dolny
Marzankowice;marzankowice
Marzatka;marzatka
Marzelewo;marzelewo
Marzenin;marzenin
Marzewo;marzewo
Marzęcice;marzęcice
Marzęcin;marzęcin
Marzęcino;marzęcino
Marzętnik;marzętnik
Marzysz;marzysz
Marzysz Drugi;marzysz drugi
Marzysz Pierwszy;marzysz pierwszy
Marżynek;marżynek
Masalina Góra;masalina góra
Masanów;masanów
Masełkowice;masełkowice
Masiak;masiak
Masiak-Las;masiak-las
Masiarze;masiarze
Masie;masie
Masiowa;masiowa
Masiówki;masiówki
Maskajmy;maskajmy
Maskierówka;maskierówka
Maskulińskie;maskulińskie
Masłomęcz;masłomęcz
Masłomiąca;masłomiąca
Masłoniowizna;masłoniowizna
Masłoń;masłoń
Masłońskie;masłońskie
Masłowice;masłowice
Masłowice Trzebiatkowskie;masłowice trzebiatkowskie
Masłowice Tuchomskie;masłowice tuchomskie
Masłowiczki;masłowiczki
Masłowiec;masłowiec
Masłowo;masłowo
Masłowskie Huby;masłowskie huby
Masłów;masłów
Masłów Drugi;masłów drugi
Masłów Pierwszy;masłów pierwszy
Masna;masna
Masne Doły;masne doły
Masów;masów
Masówka;masówka
Mastejówka;mastejówka
Mastele;mastele
Mastelowa;mastelowa
Mastki;mastki
Masuny;masuny
Masuńskie Włóki;masuńskie włóki
Maszenice;maszenice
Maszew;maszew
Maszewice;maszewice
Maszewko;maszewko
Maszewo;maszewo
Maszewo Duże;maszewo duże
Maszewo Lęborskie;maszewo lęborskie
Maszewo Małe;maszewo małe
Maszewo-Kolonia;maszewo-kolonia
Maszewy;maszewy
Maszki;maszki
Maszki k. Wojciechowa;maszki k. wojciechowa
Maszkienice;maszkienice
Maszkowice;maszkowice
Maszkowo;maszkowo
Maszków;maszków
Maszna;maszna
Maszów;maszów
Maszów Dolny;maszów dolny
Maszów Górny;maszów górny
Masztalerze;masztalerze
Masztalerzówka;masztalerzówka
Maszty;maszty
Maszutkinie;maszutkinie
Maszyce;maszyce
Maszyna;maszyna
Maszynka;maszynka
Maszyńsko;maszyńsko
Maśka;maśka
Maślaki;maślaki
Maślakowice;maślakowice
Maślakówka;maślakówka
Maślanka;maślanka
Maślanki;maślanki
Maślankowa;maślankowa
Maślice;maślice
Maślnice;maślnice
Maśloch;maśloch
Maśluchowice;maśluchowice
Maśluchy;maśluchy
Maśne Górki;maśne górki
Maśnik;maśnik
Matacze;matacze
Mataki;mataki
Matały;matały
Matarnia;matarnia
Matcze;matcze
Matczyn;matczyn
Matejki;matejki
Matejkówka;matejkówka
Matejówka;matejówka
Maternów;maternów
Maternówka;maternówka
Mateuszek;mateuszek
Mateuszew;mateuszew
Mateuszewo;mateuszewo
Mateuszowo;mateuszowo
Matiaszów;matiaszów
Matiaszówka;matiaszówka
Matiaszów-Staszówek;matiaszów-staszówek
Matlakowie;matlakowie
Matlakówka;matlakówka
Matląg;matląg
Matląkowa;matląkowa
Matlęgi;matlęgi
Matłak;matłak
Matnia;matnia
Matołówka;matołówka
Matoły;matoły
Matonogi;matonogi
Matrase;matrase
Matrosie;matrosie
Matule;matule
Matulnik;matulnik
Matułówka;matułówka
Matusikówka;matusikówka
Matusówka;matusówka
Matusy;matusy
Matuszki;matuszki
Matuszowice;matuszowice
Matuszowiec;matuszowiec
Matuszyki;matuszyki
Matybudy;matybudy
Matygi;matygi
Matyjasowiny;matyjasowiny
Matyjaszki;matyjaszki
Matyjaszkowa;matyjaszkowa
Matyje Dolne;matyje dolne
Matyje Górne;matyje górne
Matyjówka;matyjówka
Matyki;matyki
Matyldów;matyldów
Matyldów Duży;matyldów duży
Matyldów Mały;matyldów mały
Matyldzin;matyldzin
Matyniów;matyniów
Matyska;matyska
Matyski;matyski
Matysówka;matysówka
Matysy;matysy
Matyszczyki;matyszczyki
Matyty;matyty
Mauda;mauda
Mauryca;mauryca
Maurycew;maurycew
Mauryców;mauryców
Mauryki;mauryki
Maurzyce;maurzyce
Mawry;mawry
Mazaniec;mazaniec
Mazanka;mazanka
Mazanki;mazanki
Mazanów;mazanów
Mazanówka;mazanówka
Mazańcowice;mazańcowice
Mazańczyce;mazańczyce
Mazew;mazew
Mazewko;mazewko
Mazew-Kolonia;mazew-kolonia
Mazewo;mazewo
"Mazewo Dworskie""A""";"mazewo dworskie""a"""
"Mazewo Dworskie""B""";"mazewo dworskie""b"""
Mazewo Włościańskie;mazewo włościańskie
Mazgaje;mazgaje
Maziarka;maziarka
Maziarnia;maziarnia
Maziarnia Strzelecka;maziarnia strzelecka
Maziarnia-Pęk;maziarnia-pęk
Maziary;maziary
Maziarze;maziarze
Maziarze Nowe;maziarze nowe
Maziarze Stare;maziarze stare
Maziarzówka;maziarzówka
Maziły;maziły
Mazowszany;mazowszany
Mazowsze;mazowsze
Mazowsze-Parcele;mazowsze-parcele
Mazów;mazów
Mazówka;mazówka
Mazówki;mazówki
Mazuchówka;mazuchówka
Mazuchy;mazuchy
Mazur;mazur
Mazurka;mazurka
Mazurki;mazurki
Mazurkowo;mazurkowo
Mazurkowski;mazurkowski
Mazurnia;mazurnia
Mazurowice;mazurowice
Mazurowiec;mazurowiec
Mazurowo;mazurowo
Mazurowska Strona;mazurowska strona
Mazurowy Potok;mazurowy potok
Mazurówka;mazurówka
Mazury;mazury
Mazury Wieniec;mazury wieniec
Maźnica;maźnica
Mażany;mażany
Maże;maże
Mażucie;mażucie
Mąchocice Dolne;mąchocice dolne
Mąchocice Górne;mąchocice górne
Mąchocice Kapitulne;mąchocice kapitulne
Mąchocice-Scholasteria;mąchocice-scholasteria
Mącice;mącice
Mącze;mącze
Mączewo;mączewo
Mączlino;mączlino
Mączne;mączne
Mącznianka;mącznianka
Mącznik;mącznik
Mączniki;mączniki
Mączno;mączno
Mączyświat;mączyświat
Mądralin;mądralin
Mądre;mądre
Mądre Drzewko;mądre drzewko
Mądroszki;mądroszki
Mądrowo;mądrowo
Mądrzechowo;mądrzechowo
Mąki;mąki
Mąkocin;mąkocin
Mąkolice;mąkolice
Mąkolice Drugie;mąkolice drugie
Mąkolice Pierwsze;mąkolice pierwsze
Mąkolin;mąkolin
Mąkolin-Kolonia;mąkolin-kolonia
Mąkolno;mąkolno
Mąkołowiec;mąkołowiec
Mąkosin;mąkosin
Mąkosy Nowe;mąkosy nowe
Mąkosy Stare;mąkosy stare
Mąkoszyce;mąkoszyce
Mąkoszyn;mąkoszyn
Mąkowa;mąkowa
Mąkowarsko;mąkowarsko
Mąkownica;mąkownica
Mąkowo;mąkowo
Mąrgosiaki;mąrgosiaki
Mątasek;mątasek
Mątawy;mątawy
Mątewki;mątewki
Mątki;mątki
Mątowskie Pastwiska;mątowskie pastwiska
Mątowy Małe;mątowy małe
Mątowy Wielkie;mątowy wielkie
Mątwica;mątwica
Mątwice;mątwice
Mątwy;mątwy
Mątyki;mątyki
Mątyty;mątyty
Mchawa;mchawa
Mchowice;mchowice
Mchowie;mchowie
Mchowo;mchowo
Mchówek;mchówek
Mchówko;mchówko
Mchy;mchy
Mdzewko;mdzewko
Mdzewo;mdzewo
Mec;mec
Mechelinki;mechelinki
Mechelówka;mechelówka
Mechlin;mechlin
Mechnacz;mechnacz
Mechnica;mechnica
Mechnice;mechnice
Mechowiec;mechowiec
Mechowo;mechowo
Mecznik;mecznik
Medyka;medyka
Medynia Głogowska;medynia głogowska
Medynia Kańczucka;medynia kańczucka
Medynia Łańcucka;medynia łańcucka
Medyny;medyny
Mejły;mejły
Mejznerzyn;mejznerzyn
Meksyk;meksyk
Melanin;melanin
Melanków;melanków
Melanowo;melanowo
Melanów;melanów
Melanówek;melanówek
Melejdy;melejdy
Melgrowa Góra;melgrowa góra
Mellerów;mellerów
Melonek;melonek
Melsztyn;melsztyn
Mełchów;mełchów
Mełgiew;mełgiew
Mełno;mełno
Mełpin;mełpin
Mencowizna;mencowizna
Mendlówka;mendlówka
Mendrale;mendrale
Mentelowa;mentelowa
Mentelowa Rola;mentelowa rola
Mentelówka;mentelówka
Mentlówka;mentlówka
Mentolowo;mentolowo
Mercerstwo;mercerstwo
Merguny;merguny
Merkowo;merkowo
Mermet;mermet
Mertówka;mertówka
Mesne;mesne
Mestwin;mestwin
Mestwinowo;mestwinowo
Mestwinowo-Leśniczówka;mestwinowo-leśniczówka
Meszcze;meszcze
Mesze;mesze
Meszki;meszki
Meszna;meszna
Meszna Opacka;meszna opacka
Mesznary;mesznary
Meszne;meszne
Meszniak;meszniak
Meszno;meszno
Meszyny;meszyny
Metelin;metelin
Metelszczyzna;metelszczyzna
Mezowo;mezowo
Męcianki;męcianki
Męcidół;męcidół
Męcikał;męcikał
Męcikał-Struga;męcikał-struga
Męcina;męcina
Męcina Mała;męcina mała
Męcina Wielka;męcina wielka
Męcinka;męcinka
Męciny;męciny
Męciszów;męciszów
Męcka Wola;męcka wola
Męcka Wola-Gajówka;męcka wola-gajówka
Męczeninek;męczeninek
Męczenino;męczenino
Męczennice;męczennice
Męczki;męczki
Męczydół;męczydół
Męczyn;męczyn
Męczyn-Kolonia;męczyn-kolonia
Męczyńszczyzna;męczyńszczyzna
Mędlówka;mędlówka
Mędłów;mędłów
Mędrak;mędrak
Mędralówka;mędralówka
Mędrośniki;mędrośniki
Mędrów;mędrów
Mędrzechów;mędrzechów
Mędrzyce;mędrzyce
Mędrzyki;mędrzyki
Mędrzyny;mędrzyny
Mędusiówka;mędusiówka
Mędzisko;mędzisko
Męka;męka
Męka Księża;męka księża
Męka-Jamy;męka-jamy
Mękarzowice;mękarzowice
Mękarzów;mękarzów
Mękwa;mękwa
Mętków;mętków
Mętków Mały;mętków mały
Mętle;mętle
Mętlew;mętlew
Mętlew-Parcele;mętlew-parcele
Mętna;mętna
Mętno;mętno
Mętno Małe;mętno małe
Mętów;mętów
Mętylówka;mętylówka
Mężenin;mężenin
Mężenin-Kolonia;mężenin-kolonia
Mężenino-Kłoski;mężenino-kłoski
Mężenino-Węgłowice;mężenino-węgłowice
Mężyk;mężyk
Mężyki;mężyki
Mgoszcz;mgoszcz
Mgowo;mgowo
Miałka;miałka
Miałkie;miałkie
Miałkówek;miałkówek
Miały;miały
Mianinek;mianinek
Mianocice;mianocice
Mianowice;mianowice
Mianowo;mianowo
Mianowo-Parcele;mianowo-parcele
Mianów;mianów
Mianówek;mianówek
Miany;miany
Miarkówka;miarkówka
Miaskowo;miaskowo
Miasteczko;miasteczko
Miasteczko Krajeńskie;miasteczko krajeńskie
Miasteczko Śląskie;miasteczko śląskie
Miasteczko-Huby;miasteczko-huby
Miastko;miastko
Miastkowo;miastkowo
Miastków;miastków
Miastków Kościelny;miastków kościelny
Miastkówek;miastkówek
Miasto;miasto
Miasto Kazimierzowskie;miasto kazimierzowskie
Miastowice;miastowice
Miaty;miaty
Miazgi;miazgi
Miączyn;miączyn
Miączyn Duży;miączyn duży
Miączyn Mały;miączyn mały
Miączynek;miączynek
Miączyn-Kolonia;miączyn-kolonia
Miączyn-Stacja;miączyn-stacja
Miąse;miąse
Miąskowo;miąskowo
Miąsowa;miąsowa
Miąża;miąża
Michala;michala
Michala Góra;michala góra
Michalaki;michalaki
Michalakowa;michalakowa
Michalakówka;michalakówka
Michalanka;michalanka
Michalce;michalce
Michalcowie;michalcowie
Michalcza;michalcza
Michalczew;michalczew
Michalczewscy;michalczewscy
Michalczowa;michalczowa
Michale;michale
Michalec;michalec
Michalice;michalice
Michaliczki;michaliczki
Michalikówka;michalikówka
Michalin;michalin
Michalina;michalina
Michalinek;michalinek
Michalinka;michalinka
Michalinowo;michalinowo
Michalinów;michalinów
Michalinówka;michalinówka
Michaliszki;michaliszki
Michalków;michalków
Michalów;michalów
Michalów-Kolonia;michalów-kolonia
Michalszczyzna;michalszczyzna
Michałki;michałki
Michałkowa;michałkowa
Michałkowa Olza;michałkowa olza
Michałkowice;michałkowice
Michałkowie;michałkowie
Michałkowo;michałkowo
Michałków;michałków
Michałopol;michałopol
Michałowe;michałowe
Michałowe Błotko;michałowe błotko
Michałowice;michałowice
Michałowice-Wieś;michałowice-wieś
Michałowo;michałowo
Michałowo Wielkie;michałowo wielkie
Michałowo-Kolonia;michałowo-kolonia
Michałowo-Wróble;michałowo-wróble
Michałowszczyzna;michałowszczyzna
Michałów;michałów
Michałów Czwarty;michałów czwarty
Michałów Dolny;michałów dolny
Michałów Drugi;michałów drugi
Michałów Fabryczny;michałów fabryczny
Michałów Górny;michałów górny
Michałów Miejski;michałów miejski
Michałów Pierwszy;michałów pierwszy
Michałów Rudnicki;michałów rudnicki
Michałów Trzeci;michałów trzeci
Michałów-Bloki;michałów-bloki
Michałówek;michałówek
Michałów-Grabina;michałów-grabina
Michałówka;michałówka
Michałówki;michałówki
Michałów-Lecznica;michałów-lecznica
Michałów-Parcele;michałów-parcele
Michałów-Reginów;michałów-reginów
Michały;michały
Micharzewo;micharzewo
Michelin;michelin
Micherdówka;micherdówka
Micherdy;micherdy
Michniowiec;michniowiec
Michniów;michniów
Michnowce;michnowce
Michnówka;michnówka
Michny;michny
Michorowo;michorowo
Michory;michory
Michorzewko;michorzewko
Michorzewo;michorzewo
Michowice;michowice
Michowo;michowo
Michów;michów
Michrów;michrów
Michrówek;michrówek
Michrów-Stefów;michrów-stefów
Micielno;micielno
Micigózd;micigózd
Micin;micin
Micorówka;micorówka
Miczaki Dolne;miczaki dolne
Miczaki Górne;miczaki górne
Miczkowy Potok;miczkowy potok
Miczołkówka;miczołkówka
Miczuły;miczuły
Mićkowa Hać;mićkowa hać
Miecanki;miecanki
Miechcin;miechcin
Miechęcino;miechęcino
Miechocin;miechocin
Miechowa;miechowa
Miechowice;miechowice
Miechowice Duże;miechowice duże
Miechowice Małe;miechowice małe
Miechowice Oławskie;miechowice oławskie
Miechowice Wielkie;miechowice wielkie
Miechowiczki;miechowiczki
Miechowo;miechowo
Miechów;miechów
Miechów-Charsznica;miechów-charsznica
Miechówka;miechówka
Miechów-Kolonia;miechów-kolonia
Miechucino;miechucino
Miechucińskie Chrósty;miechucińskie chrósty
Miechy;miechy
Mieciowa Góra;mieciowa góra
Miecki;miecki
Miecze;miecze
Mieczewo;mieczewo
Mieczki;mieczki
Mieczki-Abramy;mieczki-abramy
Mieczki-Pieniążki;mieczki-pieniążki
Mieczki-Poziemaki;mieczki-poziemaki
Mieczki-Sucholaszczki;mieczki-sucholaszczki
Mieczki-Ziemaki;mieczki-ziemaki
Mieczkowo;mieczkowo
Mieczkowskie;mieczkowskie
Mieczków;mieczków
Mieczkówka;mieczkówka
Mieczniki;mieczniki
Miecznikowo Siwe;miecznikowo siwe
Miecznikowo-Cygany;miecznikowo-cygany
Miecznikowo-Gołębie;miecznikowo-gołębie
Miecznikowo-Kołaki;miecznikowo-kołaki
Miecznikowo-Miąchy;miecznikowo-miąchy
Miecznikowo-Sowy;miecznikowo-sowy
Mieczownica;mieczownica
Mieczyn;mieczyn
Mieczynek;mieczynek
Mieczyno;mieczyno
Mieczysko;mieczysko
Mieczysław;mieczysław
Mieczysławka;mieczysławka
Mieczysławowo;mieczysławowo
